s.no,helpfulVoteCount,productASIN,rating,reviewID,reviewPosition,reviewTitle,reviewURL,verifiedPurchase,sentiment_score,at,content_clean,text_length
1251,0,B072QRN7HR,5.0,R21BOVIKUF1KZZ,9,nice feel,https://www.amazon.com/review/R21BOVIKUF1KZZ,True,0.24,2025-03-07,"gift for my friend. i bleach-painted it myself, and she loves it! the material is thin and good for layering, and the inside is very soft.the measurements are of my friend, i got it oversized for a relaxed fit. she could wear a shirt and a hoodie underneath and still most likely have room to spare.",56
1252,0,B072QRN7HR,5.0,R2TCUQ14L00XHI,10,"Casual, comfortable,  and versatile!!",https://www.amazon.com/review/R2TCUQ14L00XHI,True,0.12,2025-03-07,nice simple sweatshirts. my dad is 70 and still works on the farm. he likes the solid simple colors and the warmth the sweatshirt provides. he uses these shirts to wear around town then once they've been worn for a year or so he retires them to the for working outside clothing collection.,53
1253,0,B0CSJ417P3,5.0,R1LCGKCILF6HC7,1,Good deal for a low price,https://www.amazon.com/review/R1LCGKCILF6HC7,True,0.1119047619047618,2025-02-12,true to size.. nice shirts for the low price.. colorful. glad to get my son out of the goth black crap..,21
1254,15,B0CN2WFJLN,5.0,R1LMZKVVL6K9CM,1,Value - Low Cost & High Quality,https://www.amazon.com/review/R1LMZKVVL6K9CM,True,0.0685238095238095,2024-10-11,"cheap in price but not in quality. i've purchased inexpensive shirts and pull over sweaters on amazon and the fit has been poor, usually weird in the shoulders, and binding in odd places when i move, as if someone cut out two dimensional paper doll clothes and stitched them together. that is not the case with these shirts. they fit well and are comfortable in motion. the design is minimalist, in a good way. i love the tagless tags that are printed into the fabric so they don't chafe the back of my neck although the white printing on the heather gray shirt is difficult to see so it takes a few seconds to ensure i don't put the shirt on backwards. these shirts breathe well and have a quality silky feel because of the tightly woven synthetic material, but are durable even though they're fairly thin. these are great sunscreen without any greasy smelly mess. i bought a similar name brand long polyester sleeve shirt in the mid 1980's for sunscreen when rock climbing, and paid almost as much much more after accounting for inflation as i paid for these six shirts, and honestly, i like these shirts better.note that the black shirts are a dark navy blue.",209
1255,0,B0CN2WFJLN,5.0,R1WWOO870W77LJ,2,Perfect for Daily Wear and the Gym!,https://www.amazon.com/review/R1WWOO870W77LJ,True,0.3225,2025-01-17,"i absolutely love these 6 pack men's quick dry long sleeve shirts! theyre incredibly comfortable, breathable, and perfect for both everyday wear and intense gym sessions. the quick-dry feature works like a charm, keeping me cool and dry no matter the activity.i was so impressed that i bought another set! the quality and fit are fantastic, and they hold up great even after multiple washes. if youre looking for versatile and reliable shirts, these are a must-have. highly recommend them!",80
1256,2,B0CN2WFJLN,5.0,R2ZVCB6ZRCQFYJ,3,Great product.,https://www.amazon.com/review/R2ZVCB6ZRCQFYJ,True,0.5499999999999999,2025-02-15,nice colors. great fit. very comfortable.,6
1257,2,B0CN2WFJLN,4.0,RPTSK5EBJC9H4,4,Fantastic value. Mediocre sizing,https://www.amazon.com/review/RPTSK5EBJC9H4,True,0.3630952380952381,2024-10-28,"first, for whatever reason, amazon thought i would want a large. i didnt listen. i got a medium.the fit in the neck and shoulders and chest is great. as some others have noted, the arms are a bit snug. im not built like popeye but my forearms almost filled this out.the biggest annoyance is that these things were designed for skinny armed giants. if you are 65 tall with slender arms, dont hesitate, five stars. youll love these.alas, im going to take the lot of them to the tailor and have them remove about 5 inches from the bottom of each. they are too long.i imagine they might charge me five dollars a shirt. these will still be a decent value after that, and they will fit much better.",129
1258,2,B0CN2WFJLN,5.0,R1OYAKIP5MHAEC,5,The Real Deal,https://www.amazon.com/review/R1OYAKIP5MHAEC,True,0.4416666666666666,2025-01-29,"i've now been wearing these shirts to play pickleball for a few weeks and they're great. they feel good, really work to wick away sweat and dry almost immediately. it would seem that it couldn't be possible that you can buy good shirts for such an inexpensive price, but these are great shirts and the price is fabulous.",58
1259,0,B0CN2WFJLN,5.0,R2SENILIPNLB0O,6,Great Value,https://www.amazon.com/review/R2SENILIPNLB0O,True,0.5,2025-02-15,"purchased these to replace old ones. love the material, fit and colors. the material thickness is perfect for layering. we havent observed any shrinkage!",24
1260,0,B0CN2WFJLN,5.0,R20VPIMBHXMXPM,7,"Soft, comfortable, and perfect!",https://www.amazon.com/review/R20VPIMBHXMXPM,True,0.3333333333333333,2024-12-28,"color options, quality of fabric, and price are the main reasons for buying these shirts. if you need another purpose your wife will love them on you.",27
1261,0,B0CN2WFJLN,5.0,RMYO7SWX2QSSJ,8,Awesome crew long sleeves.,https://www.amazon.com/review/RMYO7SWX2QSSJ,True,0.4291666666666667,2025-03-05,"comfortable, nice fit, and ive washed them several times and have yet to notice any significant shrinkage issues. great for working out, working outdoors, and just lounging about.",28
1262,0,B0CN2WFJLN,5.0,R3KM8YR2GVDFA0,9,Great fit,https://www.amazon.com/review/R3KM8YR2GVDFA0,True,0.3766666666666667,2025-03-03,these shirts are as advertised. they fit great and are true to size. they showed up quickly and are quite the bargain. definitely recommend them. home run,27
1263,0,B0CN2WFJLN,5.0,R3IDFSMU2XPPYQ,10,Worth every penny,https://www.amazon.com/review/R3IDFSMU2XPPYQ,True,0.5,2025-03-05,"i work outdoors want to be comfortable. these are as good as those reebok 15 a piece at wm... very comfortable, would recommend.",23
1264,0,B0C61X5ZD7,5.0,R12NBJ7481NPZM,1,Perfect fit,https://www.amazon.com/review/R12NBJ7481NPZM,True,0.2205128205128205,2025-03-02,"love these shirts for casual workwear and wearing to the gym. nice, loose fit that leaves plenty of room to feel comfortable but not too baggy.",26
1265,0,B0C61X5ZD7,5.0,R2NUJY7UWOQOV7,2,Great shirts!,https://www.amazon.com/review/R2NUJY7UWOQOV7,True,0.3285714285714285,2025-03-01,"these are great quality t-shirts. the fabric was thick and heavy weight. you get a good amount of t-shirts for cheap, i got the three pack and dont have to worry about too much them shrinking. its very flattering on my man and they make him look really good!",49
1266,0,B0C61X5ZD7,5.0,R2FH2HWEW1X4EN,3,best value,https://www.amazon.com/review/R2FH2HWEW1X4EN,True,0.6000000000000001,2025-02-24,great fit and quality and also customer service.,8
1267,0,B0C61X5ZD7,4.0,RTJQPTSYU505U,4,3 pack,https://www.amazon.com/review/RTJQPTSYU505U,True,0.2071428571428571,2025-01-28,"i bought these and theyre true to size, nice and heavy and thick, nice soft material, definitely worth it.",19
1268,0,B0C61X5ZD7,5.0,R2RU5CTW04EHXG,5,Vintage looks,https://www.amazon.com/review/R2RU5CTW04EHXG,True,0.5799999999999998,2025-02-01,"my 15 year old grandson loved these. the quality is nice, no shrinkage and they wash very well. material is a good thickness and has a vintage washed appearance. great value for the money",34
1269,3,B0C61X5ZD7,5.0,R15LHKN6M2UYHC,6,Material and Fit,https://www.amazon.com/review/R15LHKN6M2UYHC,True,0.1446428571428571,2024-07-26,fit is really good and accurate. the material isn't too thin and actually feels a little soft to the touch.,20
1270,0,B0C61X5ZD7,5.0,R12AHJ3CRFASEN,7,Great!,https://www.amazon.com/review/R12AHJ3CRFASEN,True,0.3791666666666666,2025-02-07,my husband loves these shirts. they are true to size and go through the wash and dryer just fine. he's always running around so they're pretty durable!,27
1271,2,B0C61X5ZD7,5.0,R1PDCWV6LCV5AK,8,"Great material, choose 1 size larger than normal",https://www.amazon.com/review/R1PDCWV6LCV5AK,True,0.425,2025-01-20,great material and fit.id recommend buying a size up because after 1 wash itll shrink a bit.the oversized fit is good and the material feels heavy.,26
1272,0,B0C61X5ZD7,4.0,RF7VSYZSQ59G3,9,"Great shirt! But if you’re on the chubby side, consider sizing up for comfortable fit.",https://www.amazon.com/review/RF7VSYZSQ59G3,True,-0.007142857,2025-02-13,"i think the shirts are great. the material is soft, its pretty stretchable, and the cost aint too bad. but if youre chubbyhusky and a bit insecure about your blubber then just up the size if you wear 2x then i would consider purchasing a 3xl. especially if you want that baggy big shirt look.",55
1273,0,B0C61X5ZD7,5.0,R3CT9LXEAVLBJD,10,True to size,https://www.amazon.com/review/R3CT9LXEAVLBJD,True,-0.15,2025-02-23,i made a return to size up. i love the weight and feel to these shirts. i would say they are medium weight and like wearing as a base layer so that the bottom shows,35
1274,0,B0B28SWXWP,5.0,R39T873GDF6QV0,1,Good shirt,https://www.amazon.com/review/R39T873GDF6QV0,True,0.4633333333333332,2025-02-23,"fits fine, love the color, nice material, very comfortable",9
1275,0,B0B28SWXWP,5.0,RZFZPF59L8V4G,2,Well made shirt,https://www.amazon.com/review/RZFZPF59L8V4G,True,0.41875,2025-03-02,"very nice mens shirt! soft, good stitching, nice color and fits true to size. my husband wears xl, thats what i ordered and he really likes the fit!",28
1276,2,B0B28SWXWP,4.0,RBGSVAZJE6XXG,3,Very nice shirt.,https://www.amazon.com/review/RBGSVAZJE6XXG,True,0.375,2025-02-20,me 5 feet 10 12 inches. 220 pounds. 42 in waist. 32 inch sleeve length. 17.5 inch neck.an xl shirt fits almost perfectly. could use a tad more in the chesttorso area.im usually an xl or xxl. this xl is comfortable enough .a good shirt for the price.,48
1277,2,B0B28SWXWP,5.0,R13CC3QS2XJ6W4,4,Excellent Oxford Shirts,https://www.amazon.com/review/R13CC3QS2XJ6W4,True,0.1499999999999999,2024-12-13,"good quality shirts dress or casual. the fabric is very good, the stitching is accurate. the shirts are nice and thick, too thick for south florida weather unfortunately, also were too big for me. i purchased 2 colors and opted for gifting them to my cousin who lives elsewhere instead of returning them. good product!",55
1278,4,B0B28SWXWP,5.0,RRPXN7OAV8X2A,5,Great material and great fit.,https://www.amazon.com/review/RRPXN7OAV8X2A,True,0.4470238095238095,2025-02-14,"great material and great fit. importantly, the shirts i bought black, blue and grey look good. classy. the fabric feels rich. with a good heft and is well-stitched. for the price, this is an excellent value. good choice of colors. very pleased.",42
1279,9,B0B28SWXWP,3.0,R1S6YII5OBGDCY,6,Not Standard fit...Slim fit,https://www.amazon.com/review/R1S6YII5OBGDCY,True,0.4249999999999999,2025-01-29,"this is a very nice shirt made with good fabric that appears well-made. however, the fit is described as standard...it should be described as slim. i bought three of these shirts and they all are a slim fit...not what most people think of standard.",44
1280,0,B0B28SWXWP,5.0,R3DX325S91ZFIB,7,Great shirts at reasonable price,https://www.amazon.com/review/R3DX325S91ZFIB,True,0.525,2025-02-13,very pleased with this shirt. it is attractive and well-made. a great bargain for the price. i have ordered three more in different colors.,24
1281,21,B0B28SWXWP,4.0,R2KXZLVDMRPLCO,8,"Good value, correct fit.",https://www.amazon.com/review/R2KXZLVDMRPLCO,True,0.2154411764705882,2024-08-27,"received the shirt the next day. initial observation is that this is a good shirt at a great price. the weave is not a true oxford, but that is fine with me. it is light weight and hangs well. it has a generous collar height which i like because it drapes well across the shoulders and always appears crisp.i have not washed it yet so i cannot comment on shrinkage, if an. i will be buying more in different colors. for the price, you can't go wrong..just received my second and third shirts black and a blue pin stripe. word of caution these are sized to fit. if you want a little wiggle room you would be wise to order one size up.update. one of the shirts lost a collar button during the first wash. problem is that, unlike most manufacturers, this company does not provide a spare button attached to the shirt. an inconvienience that is not necessary.",159
1282,0,B0B28SWXWP,4.0,RSQTC6LNQT9A,9,Size issue?,https://www.amazon.com/review/RSQTC6LNQT9A,True,0.32,2025-03-07,"for the money, these shirts are a great value. i did have one issue with one specific order. i believe my shirt was mis-labeled. all the other shirts ive ordered fit great, but this one, although labeled as 3x, fit like a 2x and a comparison with my other shirts showed that this peacock blue one is constructed noticeably smaller,, so ive concluded that its mis-labeled or just manufactured differently. as mentioned earlier, for the price, these are a great value, but in this instance i cant give this one a 5-star review.",93
1283,6,B0B28SWXWP,5.0,RMN0WL99E7K9H,10,If you usually fall between XL and XXL…,https://www.amazon.com/review/RMN0WL99E7K9H,True,0.232328869047619,2025-02-03,"if you often struggle to find tops that fit, where an xl is a little too tight in the mid section, but an xxl only sometimes works? get an xl. i ordered a xxl and it fit ok-ish in the chest area but it was so long! i decided to just try the exact same shirt in an xl and while nothing really fits me perfectly, this is a good enough fit that i plan to buy a whole bunch of them now. hope this helps someone!!! also note-worthy, the shirts are made really well and the fabric is exactly what i would expect for an oxford. should stand the test of time and not wrinkle easily!",117
1284,0,B077ZH6ZRD,5.0,RD98NYW2F6H6J,1,T-Tank Shirts a great value,https://www.amazon.com/review/RD98NYW2F6H6J,True,0.5,2025-03-01,"very good product, fits as should, very comfortable.",8
1285,0,B077ZH6ZRD,5.0,R2PLV9RG69OVD0,2,Good quality,https://www.amazon.com/review/R2PLV9RG69OVD0,True,0.4222222222222223,2025-03-05,"got these for my hubby, size xl for bigger built men and they fit him perfectly! they dont shrink in the dryer, and the cotton feels amazing! and he looks so good in them! theyre all black but there are other options too!",43
1286,0,B077ZH6ZRD,5.0,R2UW1ZL0SP4BA3,3,Great fit and feel,https://www.amazon.com/review/R2UW1ZL0SP4BA3,True,0.252,2025-02-13,i was pleasantly surprised on the fit and quality. i love the length of them so when tucked they stay tucked. they feel soft and very well made compared to other under shirts ive bought. highly recommend.,37
1287,0,B077ZH6ZRD,4.0,R3E0JA02QTEHIE,4,"Good, but long.",https://www.amazon.com/review/R3E0JA02QTEHIE,True,0.0527777777777777,2025-03-06,"my son asked for these. the quality is good and the price was comparable, maybe cheaper, than your local big box store. but they are very long! i bought them here because he wanted all black and i couldnt find a pack of all black anywhere.",46
1288,7,B077ZH6ZRD,5.0,R2G4926HJGWAPK,5,Gildan Tanks are the TRUTH!,https://www.amazon.com/review/R2G4926HJGWAPK,True,0.2975783475783475,2025-01-21,"i am slightly over weight, 60 225lbs. so not many xl tank tops fit me comfortably or securely. nor do they last!these tanks are better quality than your average brand in this department, they fit me great every time and i feel great wearing them! for that they function flawless. as far as longevity we shall see, i have washed the 6 pack every week for 2 months now and so far theres zero shrinkage, no loose threads or tears, and still maintain that vibrant dark black which i enjoy for tanks.for the value i feel i have received these are now my go-to.",104
1289,0,B077ZH6ZRD,5.0,R1MTL9N5MYIGQH,6,You won't be disappointed,https://www.amazon.com/review/R1MTL9N5MYIGQH,True,0.55,2025-02-08,ordered for my grandson. he loves them because they are nice long.great price!,13
1290,0,B077ZH6ZRD,5.0,RTQINK32RTVEF,7,Comfortable,https://www.amazon.com/review/RTQINK32RTVEF,True,0.3166666666666666,2025-02-23,bought these for my husband whom will never switch again. he has tried multiple brands and they always tend to shrink after wash or wear out at the bottom. he is 64 and 275 lbs with a long torso and these are perfect in length and comfort.,47
1291,0,B077ZH6ZRD,3.0,R1WWAN5AJ8PCB6,8,Size is not accurate,https://www.amazon.com/review/R1WWAN5AJ8PCB6,True,0.1526785714285714,2025-02-10,not really very happy with this purchase. my size has always been xl. washed them before wearing as usual and they fit very tight. these gildan shirts also developed a few dark stains after multiple washing. not sure how this happened because they were washed along with other brands that did not stain.,53
1292,0,B077ZH6ZRD,5.0,RDXUHIR3G3JS2,9,Hang dry them,https://www.amazon.com/review/RDXUHIR3G3JS2,True,-0.081746032,2025-02-27,"wear these all the time. very durable and shrink after washing but loosen back up after you wear it for a bit. if you tumble dry them, gg. i go to the gym so i dont care if its tight post-laundry.",41
1293,0,B077ZH6ZRD,4.0,RYNOQTJ0AGHXA,10,Men's tanks,https://www.amazon.com/review/RYNOQTJ0AGHXA,True,-0.125,2025-03-01,this tanks run very small. not returning them because i never get my money back.,15
1294,0,B07NWZ6PBF,5.0,R3LN5ZFTJDBE9B,1,Damn good shirts,https://www.amazon.com/review/R3LN5ZFTJDBE9B,True,0.3666666666666667,2025-03-02,"not gunna lie these shirts are amazing. they fit well, feel soft as if i'm not wearing one, and come in all these colors. i bought 3 sets. they are also durable, have not ripped a hole on one yet.",40
1295,0,B07NWZ6PBF,5.0,R2MDGUWFRI43CB,2,Great value verses 1 Russell Dri Powee 360 for $30,https://www.amazon.com/review/R2MDGUWFRI43CB,True,-0.05,2025-02-06,sleeves ru a bit long.,5
1296,0,B07NWZ6PBF,4.0,R161TM8XIZSVNA,3,Universal long sleeve t-shirt,https://www.amazon.com/review/R161TM8XIZSVNA,True,0.2236111111111111,2025-02-25,very nice quality shirts that i wear over my muscle shirt when it's a little chilly outside. i wear them when it's moderately warm out because they're light enough to not make you too warm. really nice selection of colors to choose from.,43
1297,0,B07NWZ6PBF,5.0,R1MIC5I63BIH5F,4,A good value for the $$,https://www.amazon.com/review/R1MIC5I63BIH5F,True,0.1017857142857142,2025-02-12,"decent shirt, a little thin but good quality. soft and comfortable, dry wicking. my husband likes them.",17
1298,0,B07NWZ6PBF,5.0,R12S0Z4JR62WRL,5,Comfortable Quick Dry No Iron Shirts,https://www.amazon.com/review/R12S0Z4JR62WRL,True,0.4061688311688312,2025-01-30,"this is the 3rd style of shirts i have purchased from this company as i was thoroughly impressed with the quality, price, look and feel of the first two types of shirts i purchased from them. i live in the deep south, so i don't wear long sleeves most of the year, but now that it is winter i wear these shirts all the time, to run errands, to work, around the house, wherever. i like the colors. the fabric is stretchy but not too stretchy, just enough. they fit very comfortably and the best thing about them is that they go into washer, then dryer and then onto hanger with no ironing. if you want to skip the dryer and just hang them up from the washer, then they will dry fine with no wrinkles and look great. i also feel the price for this many shirts and the color combination are great. i am so glad i purchased these.",161
1299,0,B07NWZ6PBF,5.0,R2RFA7PRWZZIP8,6,Great product!!!,https://www.amazon.com/review/R2RFA7PRWZZIP8,True,0.5333333333333333,2025-03-01,fit and feel great. i use them to wear underneath a mid-layer clothing and it keeps me comfortable.,18
1300,6,B07NWZ6PBF,5.0,R30SWJB7FT4PAH,7,For regulating body temperature,https://www.amazon.com/review/R30SWJB7FT4PAH,True,0.1528693528693528,2024-11-23,"this is for the women looking to buy these shirts for themselvesjust this summer, i started getting heat rash on my abdominal area like nothing i've ever experienced before. i'd get it here and there, but on day at a theme park i was in a panic with large red welts all up to my neck, and they burned.last week, i decided to wear a long sleeve under my work shirt on a cold morning. even though i got warm throughout the day, that was the first day i did not experience heat rash.so i bought these to have a few on hand. these are incredibly comfortable out of the package. they are loose but lightweight under t shirts. the temperature reached 82 degrees today, and i was wearing one of these under cotton shirt, thick jeans as well and i wasn't sweating or uncomfortable at all. i'm used to sweating easily.i have not experienced hives since wearing these to regulate my body temp.i ordered a size small. for reference i have 27 waist and 36 inch bust. the small perfect. if you are smaller than me they might be too large on you. the fabric is see through but for my use, that's okay. i'm planning on getting more colors soon.",212
1301,0,B07NWZ6PBF,4.0,R27V8Z2LU59H2F,8,Great Shirt at a Great Price,https://www.amazon.com/review/R27V8Z2LU59H2F,True,0.1625,2025-01-30,"shirts are very comfortable, and surprisingly warm when using them as under-layers on cold days. this is particularly nice as their thin material allows layering without undue bulkiness. also, the slick polyester makes sliding your arms into the sleeves of outer clothing especially fleece-lined ones easier than cotton, which tends to get hung up.the one-star deduction is because the sleeves are too long for the size, although i was able to mitigate that by deliberately shrinking them in the wash with hot water and high-temp drying, which shortened the sleeves to a manageable length without causing the rest of the shirt to become too small.overall, a good product at a very reasonable price.",113
1302,0,B07NWZ6PBF,5.0,R27CBIBC1O7VFE,9,Quality shirts,https://www.amazon.com/review/R27CBIBC1O7VFE,True,0.3666666666666667,2025-03-02,the shirts help keep you dry when exercising. they are sturdy and i do not worry about them getting damaged when i work out. the price is great and the quality is comparable to name brands.,36
1303,0,B07NWZ6PBF,4.0,R3FEVDY0XKOMLI,10,Great product,https://www.amazon.com/review/R3FEVDY0XKOMLI,True,0.2928571428571428,2025-02-27,very well designed great fabric size pretty much to the size and large could be slightly larger in size,19
1304,13,B0C49Y4YXF,5.0,R2DVV28Z721871,1,"Great Value, Great Fitting Shirts!!",https://www.amazon.com/review/R2DVV28Z721871,True,0.4414285714285714,2024-11-04,i bought 3 of these shirts in the size tall large. they fit me perfect at 6'3 and 164 lbs. nice colors and quality stitching. i do agree with others that these are not cotton. my guess is poly and rayon?? they are comfortable to wear. i have washed and dried using the permanent press settings on our machines and found them not to have shrunk at all. also they were basically wrinkle free! very satisfied with these shirts.just added one more to my collection 11-27-24. just love these shirts. very nice selection of colors!,95
1305,0,B0C49Y4YXF,5.0,R1FXZI35WDZ5JM,2,"Nice fitting, cool material shirt",https://www.amazon.com/review/R1FXZI35WDZ5JM,True,0.3111111111111111,2025-03-03,nice shirt. thinner material. beautiful pattern. sleeves r nice and long enough for my husbands long arms. comes in a tiny box doesnt look like much. once you open it it is a beautiful shirt. i bought more,38
1306,4,B0C49Y4YXF,4.0,R1V3D5UALY612M,3,Pretty nice shirt!,https://www.amazon.com/review/R1V3D5UALY612M,True,0.3789682539682539,2024-12-11,"cant beat the value in my opinion. the quality is smooth but not soft, reminds me of the spill proof fabric although the shirt is still a comfortable wear. its great for travel because its doesnt wrinkle in luggage and keeps its shape throughout the day. im 60 235 dress shirts im a 17 inch neck 3435 inch arms 44 inch chest 3632 in pants typical dad bod i guess, you know the kind that you can tell i workout but cant say no to fresh baked brownies. i bought a large tall and fits perfectly. i buy talls when i can because it tends to stay tucked in better and if i wear it untucked it hides my tiny belly a bit.",123
1307,0,B0C49Y4YXF,5.0,R2ZBJGBD1WORT0,4,Great Price - Great Option,https://www.amazon.com/review/R2ZBJGBD1WORT0,True,0.2906926406926407,2025-03-06,"i'm impressed with these shirts, and i've been buying shirts for the office for 40 years. to think that i can get a 100 cotton shirt for around 25 is remarkable. in the 1990s, i routinely paid 80 and higher for a dress shirt. these button-collared shirts are great for my current workplace. for cotton shirts, they come out of the washerdryer with fewer wrinkles than my expensive dress shirts and need just a light ironing before wearing. of course, they only come in small, medium and large, so the fit is pretty generic, especially around the neck. i wear a 15 12-inch collar with a 34-35 sleeve length the alimens large is too roomy in the neck for me to wear a tie fortunately, i don't wear a tie on most days at the office. but the sleeve length is good, the classic fit is comfortable, and i'm glad to have this option in my closet. i have bought 7 alimens and gentle shirts... so far!",167
1308,2,B0C49Y4YXF,5.0,R7A28WSU6F4S7,5,"Nice look, good price",https://www.amazon.com/review/R7A28WSU6F4S7,True,0.3491666666666666,2025-01-06,"i loved this shirt when i picked it out online as a christmas gift for my husband, then i had second thoughts once it arrived. the fabric was a good weight, but was thinner than i had envisioned. also, the colors were a bit more vivid than i thought they would be. nevertheless, i went ahead and gave the shirt to him, and it was a big hit! he loved the weight and the colors, the price was decent, and the fit was perfect. no complaints!",86
1309,0,B0C49Y4YXF,3.0,R1DWT8XFKT2R8D,6,Smallest XXL I've ever tried on. More like a U.S. L.,https://www.amazon.com/review/R1DWT8XFKT2R8D,True,0.1806818181818181,2025-02-23,"very nice quality shirt, but heed the warnings about size and go one, if not two sizes, bigger. i had to return them. couldn't button them. as these are nice shirts and good quality at a decent price, they need include accurate, updated sizing chart for u.s. and e.u.. how hard can that be?? i must be a giant in china. reminds me of a russell peters bit, youre too fat! lose some weight, fat boy! come back when youre 30, 32 the most! this was a total farley, fat guy in a little coat, moment.",96
1310,11,B0874W4WQ9,5.0,R25ZZ8XERCUEP0,1,Fits great very comfortable,https://www.amazon.com/review/R25ZZ8XERCUEP0,True,0.4124999999999999,2024-11-30,i'm 6' 190. fits perfect. i also have long arms and the sleeves are plenty long. feels like a great added layer for warmth and very comfortable to wear under work shirt. worth it for sure. will buy more.,39
1311,0,B0874W4WQ9,5.0,RKDK9BA6QLNQ0,2,Sizing,https://www.amazon.com/review/RKDK9BA6QLNQ0,True,-0.069642857,2025-01-26,59 155lb. medium fits tightly and correctly. small is too small,11
1312,0,B0874W4WQ9,5.0,R31XFK0LXAD1MH,3,Compression white shirt,https://www.amazon.com/review/R31XFK0LXAD1MH,True,0.1375,2025-01-12,"comfortable, stretches, looks expensive, light weight fabric, can be machine washed, looks a durable on, dont make you sweat, can wear it a work, exercise, run in it. dont make you hot, can breath while functioning in it too!",39
1313,4,B0874W4WQ9,4.0,R26M8XG3DQXSWQ,4,Size up!,https://www.amazon.com/review/R26M8XG3DQXSWQ,True,6.61375661375659e-05,2024-09-17,"i am an xl man, 61 210lbs and i usually size up anyway but this time round the xl is a little tight. it will be fine under my equipment but it doesnt do me any favors in the stomach area.under armor is the 1 brand of athletic wear for a reason. it is a thin material in the back to provide ventilation but it is solid and thicker on the sleeves. the quality is great, the price was unbeatable, and it does its job well.",86
1314,0,B0874W4WQ9,5.0,R3SRPJOV92NEGJ,5,Heatgear long sleeve,https://www.amazon.com/review/R3SRPJOV92NEGJ,True,0.4833333333333334,2025-02-08,very good for working out in the gym and fits true to size !!!,14
1315,0,B0874W4WQ9,5.0,R2IRN4PJVFEF13,6,Perfect,https://www.amazon.com/review/R2IRN4PJVFEF13,True,0.3333333333333333,2025-02-02,it fits like a second skin very warm and wicks sweat,11
1316,0,B0874W4WQ9,5.0,R81IAI3NXD81M,7,"Perfect for Football: Warm, Durable, and Easy to Clean",https://www.amazon.com/review/R81IAI3NXD81M,True,0.2976190476190476,2024-11-27,"i bought the under armour mens heatgear compression long-sleeve t-shirt for my son, and it has been a great purchase. it kept him warm during football games under his gear, which was exactly what we needed. additionally, any stains came out easily in the wash, making it very practical. overall, this shirt has been a fantastic addition to his sportswear.",60
1317,0,B0874W4WQ9,5.0,R1J889FRZQM6A0,8,itâ€™s FANTASTIC ðŸ’œ,https://www.amazon.com/review/R1J889FRZQM6A0,True,0.6,2025-02-02,it provided great compression thats perfect for workouts and sports. personally i ordered a size down for added compression but it depends on the user if you like your shirts tighter or a bit looser.,35
1318,0,B0874W4WQ9,4.0,R1OTRCJ2MPC328,9,"Great fit, no interference with activity.",https://www.amazon.com/review/R1OTRCJ2MPC328,True,0.3,2025-03-07,love it on those early golfing mornings,7
1319,0,B0874W4WQ9,4.0,R3HKPYT6O11IMB,10,It's ok,https://www.amazon.com/review/R3HKPYT6O11IMB,True,0.25,2025-02-23,i don't think my arms really like these as i tend to get itchy if i wear it too long but it does help me stay warm,27
1320,0,B0CW39BXTQ,5.0,R2B34Z0KFNIA36,1,Looks great.,https://www.amazon.com/review/R2B34Z0KFNIA36,True,0.5750000000000001,2025-01-24,size fit true and felt great on. made with nice material and was walking around at my buddies wedding confident. wife told me it looked great on me.,28
1321,0,B0CW39BXTQ,5.0,R2GK38A1EMTU4V,2,Nice shirt,https://www.amazon.com/review/R2GK38A1EMTU4V,True,0.4,2025-02-07,bought for my husband for an event. fit was good...nice shirt. can dress up or down.,16
1322,5,B0CW39BXTQ,4.0,RJ8RVCLBGBAKN,3,"Good price, good product",https://www.amazon.com/review/RJ8RVCLBGBAKN,True,0.275,2024-11-24,this is not a great shirt but its good and i still like it. the only problem with it is it runs about a size small.other than that its comfortable and breaths well. it doesnt wrinkle too bad. its also pretty light weight. the colors are pretty accurate in the photos.i purchased two different colors and both are made consistent with each other. i would buy these again.,68
1323,0,B0CW39BXTQ,5.0,R1N67274EA8B26,4,real nice shirts,https://www.amazon.com/review/R1N67274EA8B26,True,0.1333333333333333,2025-02-24,i bought these for my husband and he loves them. they fit well and can be worn dressy alone or casual as an overshirt with a tee-shirt underneath.,28
1324,7,B0CW39BXTQ,3.0,R3L0IO6ZNZHELX,5,GREAT SHIRT—RUNS VERY SMALL!,https://www.amazon.com/review/R3L0IO6ZNZHELX,True,0.1525297619047619,2024-06-30,"this is decent button down shirt. i bought an xl in purple. my husband is always an xl. however, this shirt runs extremely small. he could not even button it. also tight across the shoulders. it is also too short for a man who is taller than average height. great for my husband, because he is only 5ft 8 tall. the shirt is nicenot exceptional. fabric is very thin, so it should be cool. in addition, since i ordered it, went up 5 in price in only 2 weeks. quality really not great for 25 and arrives extremely wrinkled. hopefully, the creases can be removed. i thought the original 19.99 was about right. also, bewarethe purple color is not as pictured on line. it is much darkermore muted. i will consider ordering this shirt in an xxl in a different color. i expected the color to look like it does online.",151
1325,0,B0CW39BXTQ,5.0,RJ992ZZ7PK37C,6,Great shirts,https://www.amazon.com/review/RJ992ZZ7PK37C,True,0.3791666666666666,2025-02-25,arrived quickly and nicely packaged. the color is vibrant and the fit is flattering and true to size.,18
